title,artist,year,source,lyrics
Pour Me a Drink,Post Malone featuring Blake Shelton,2024,human,"Fourty hours got me going out my mind
Dallas dropped another game in overtime
Caught a ticket speeding down the '65
Don't know where I'm going
Guess I really went and messed it up again

Now, my baby's goner than the Tulsa wind

Judging by the stone sober state I'm in

Need to crack one wide open



Somebody pour me a drink

Somebody bum me a smoke

I'm 'bout to get on a buzz

I'm 'bout to get on a roll

Yeah, I been breakin' my back

Just keepin' up with the Joneses

Y'all know what I mean, and y'all know how it goes

When it's up on a Friday and I'm paid, slide one over my way

I can't even think when I can hear one callin' my name



Somebody pour me a drink

Pour me a drink



Bourbon brown eyes tryna get me drunk

Ain't stopping til the bottle and the job is done

Hey, I think I might’ve found my future love

Buddy, you should probably buy her one



Somebody pour me a drink

Somebody bum me a smoke

I'm 'bout to get on a buzz

I'm 'bout to get on a roll

Yeah, I been breakin' my back

Just keepin' up with the Joneses

Y'all know what I mean?

Yeah, y'all know how it goes

When it's up on a Friday and I'm paid, slide one over my way

I can't even think when I can hear one callin' my name (Hey)



Somebody pour me a drink

Somebody pour me a drink



Ooh-ooh

Ooh-ooh



Somebody pour me a drink

Somebody bum me a smoke

I'm 'bout to get on a buzz

I'm 'bout to get on a roll

Yeah, I been breakin' my back

Just keepin' up with the Joneses

Y'all know what I mean?

Yeah, y'all know how it goes

When it's up on a Friday and I'm paid, slide one over my way

I can't even think when I can hear one callin' my name (Hey)



Somebody pour me a drink

Somebody pour me a drink

Yeah, somebody pour me a drink (Hey)



Yessir, pour me a drink

I'm on it buddy!

Pour me a drink"
White Horse,Chris Stapleton,2024,human,"This love is getting kinda dangerous
Feels like it's a loaded gun
My, my, it's turning like a cloud of dust
My heart always wants to run
Oh, oh, oh

If you want a cowboy on a white horse

Riding off into the sunset

If that's the kinda love you wanna wait for

Hold on tight, girl, I ain't there yet

No, I ain't there yet

No, I ain't there yet



White horse



Someday, maybe you could have your way

Right now's just not the time

Some things a man's just got to do

I wish you could change my mind



Oh, oh, oh

If you want a cowboy on a white horse

Riding off into the sunset

If that's the kinda love you wanna wait for

Hold on tight, girl, I ain't there yet

No, I ain't there yet

No, I ain't there yet



White horse



If you want a cowboy on a white horse

Riding off into the sunset

If that's the kinda love you wanna wait for

Hold on tight, girl, I ain't there



If you want a cowboy on a white horse

Riding off into the sunset

If that's the kinda love you wanna wait for

Hold on tight, girl, I ain't there yet

No, I ain't there yet

No, I ain't there yet



White horse"
Lil Boo Thang,Paul Russell,2024,human,"You my lil boo thang
So I don’t give a hoot what your dude say girl I know
You a lil too tame
I’ll be shooting that shot like 2k girl I know
Tell ‘em Im tell em I’m next tell ‘em you found a lil something too fresh I know


Put a little gold in the teeth

And the fit good so I took the doors off the jeep ok I 

See a brother holding your seat

No beef but I’m tryna get to know you at least 

Don’t take my talking to you wrong

I can keep it chill like Sauvignon Blanc

Imma keep it real when your man long gone

If you looking for a friend then you got the wrong song baby girl what’s good

What’s wit Cha

If you booked tonight

That’s fiction

I’m outside

No pictures

You want me

Go figure

To the back

To the front

You a ten l baby girl

But I’m the one

To the back

To the front

You a ten baby girl

But I’m the one



You my lil boo thang

So I don’t give a hoot what your dude say girl I know

You a lil too tame

I’ll be shooting that shot like 2k girl I know

Tell ‘em Im tell em I’m next tell ‘em you found a lil something too fresh I know



Aye

Girl you got me

I’m singing

It’s like 

Oh oh you got the best of my love

Oh oh you got the best of my my



Oh oh you got the best of my love

Oh oh and in that dress I’m like (woah)"
Good Good,"Usher, Summer Walker and  Savage",2024,human,"We ain't good good, but we still good
We ain't good good, but we still good
I hate that we didn't make it to forever
Probably ain't gettin' back together
But that don't mean that I can't wish you better

We ain't good good, but we still good

I realize that I can't be your lover

Let's just keep it honest with each other

I'll be happy for you when you find another

We ain't good good, but we still good



Who knew it'd be like this?

Usually my exes turn to enemies

But this is different

'Cause we done got closer now that you ain't with me (Oh)

All that love that we had

Ain't no way we gon' forget that

And your family love me like I'm family

You know where you stand with me

So when they ask, tell 'em



Right one, right place, wrong time

Can't say we didn't try

But you always been a real one

Even though we ain't together

It was real love, and baby, it's still love



I hate that we didn't make it to forever

Probably ain't gettin' back together

But that don't mean that I can't wish you better (Oh-oh)

We ain't good good, but we still good

I realize that I can't be your lover

Let's just keep it honest with each other

I'll be happy for you when you find another

We ain't good good, but we still good



All them plans you made for me to be your missus

All the stacks that you done spent on me at Lenox

It don't go forgotten, but we're happier apart than locked in (Locked in)

No smoke with me, I promise, boy, I don't do drama

It didn't work, but I hope you find another

I wish you peace, I wish you good sex, and good sleep

Find the girl of your dreams

'Cause I sleep well at night knowin' this ain't meant to be (Oh)



Right one, right place, wrong time

Can't say we didn't try

All good things come to an end

So let's just learn the lessons and find lovin' again



I hate that we didn't make it to forever

Probably ain't gettin' back together

But that don't mean that I can't wish you better

We ain't good good, but we still good

I realize that I can't be your lover (Lover)

Let's just keep it honest with each other (Other)

I'll be happy for you when you find another

We ain't good good, but we still good



No matter who you with, I wanna see you happy (On God)

Yeah, it didn't work out but that don't mean you should attack me (21, 21)

We enjoy the five-star meals, but you was with me for the Zaxby’s (Facts)

Holdin' me down from the start (21), I used to be broke, I was ashy (21)

I hate we didn't tie the knot, but shit, that's how life go (Oh God)

You always would say that I might blow (21)

Got rich and I paid for your lipo' (21)

I know the person you is (Yeah)

That's why I still wanna be friends (On God)

If you wanna open up a new salon, I still help pay for the wigs (Straight up)

And I help with the lease (On God)

You know I ain't never been cheap (21)

Relationships don't always last, but let's not turn it to beef (21)

I come through from time to time and have you grabbin' them sheets (21)

That's if you want to, I'm just playin', girl, stop smackin' your teeth (21, 21)



I hate that we didn't make it to forever

Probably ain't gettin' back together (You know)

But that don't mean that I can't wish you better (Don't mean I can't wish you better)

We ain't good good, but we still good (We still good)

I realize that I can't be your lover (No)

Let's just keep it honest with each other

I'll be happy for you when you find another (Another)

We ain't good good, but we still good"
High Road,Koe Wetzel featuring Jessie Murph,2024,human,"I can tell that you’re mad
And I half surprised about that
Since the day that we met
It’s always who cut first and never who bleeds last
Rumors always turn into yelling and fighting
And once it’s in your mind only one way you’re driving



And I know, I know

Ima take the high road

Maybe get stoned

Have a little too much of something terrible

Ima let you cool down while I walk out

You ain't messin' me up like the times before

I don't need a ticket to your shit show

Knock yourself out and hit a new low

Ima take the high road

Take the high road

Take the high road



You don’t wanna talk about it boy that’s no surprise

You comе home smelling like liquor likе every other night

If I catch you with her, you gon’ catch me with him

You think I don’t hear about it, you better think again

You know that rumors always turn into yelling and fighting

And once it’s in my mind only one way I’m driving



And you know, I know

Ima take the high road

Maybe get stoned

Have a little too much of something terrible

Ima let you cool down while I walk out

You ain't messin' me up like the times before

I don't need a ticket to your shit show

Knock yourself out and hit a new low

Ima take the high road

Take the high road

Take the high road

Woah Woah



Ima take the high road

Maybe get stoned

Have a little too much of something terrible

Ima let you cool down while I walk out

You ain't messin' me up like the times before

And I don't need a ticket to your shit show

Knock yourself out and hit a new low

Ima take the high road

Take the high road

Take the high road

Ima take the high road

Take the high road

Take the high road"
Monaco,Bad Bunny,2024,human,"Huh-huh-huh
Huh-huh-huh-huh
Huh-huh-huh-huh
Huh-huh-huh-huh
Huh-huh-huh, huh-huh
Huh-huh-huh, huh-huh

Huh-huh-huh-huh-huh



Dime (Ey; dime), dime

¿Esto es lo que tú quería'?

Yo soy fino (Uh), esto es trap de galería

Tú eres un charro, Rocky ""The Kid"", una porquería

Y yo un campeón, Rocky Marciano, Rocky Balboa, Rocky Maivia

Tengo la ruta, tengo la vía, sí, tengo la vía

Los gasto de noche, facturo to' el día

Tanta plata que, que me gusta que

Me chapeen, por eso le meto a toa' estas arpía'

Ustedes no saben lo que es estar en altamar con doscientos cuero'

Que la azafata te mame el bicho en el cielo (Ey, ey)

Lo que es tirar quinientos mil en el putero (Ey, ey, ey)

Por eso tu opinión me importa cero (Duh)

Por eso tú estás 101 en el top 100 y yo estoy primero

Ya no son rapero', ahora son podcastero'

Má' que tú está cobrando mi barbero (Ey)

Chingando y viajando en el mundo entero (Ey, ey, ey), ey



Bebiendo mucha champaña, nunca estamos seco'

Primero llegó Verstappen, después llegó Checo

Si Pablo me viera, dirá que soy un berraco

Ustede' hablando mierda y yo y los mío' por Mónaco

Bebiendo mucha champaña, nunca estamos seco'

Están hablando solo', están hablando con el eco

El signo del dinero, ese e' mi nuevo zodiaco

Prende un puro, la familia está en Mónaco



Hier encore, j'avais vingt ans

Je caressais le temps, et jouais de la vie

Comme on joue de l'amour, et je vivais la nuit

Sans compter sur mes jours, qui fuyaient dans le temps



Créeme, los carro' de F1 son más rápido' en persona

Sofía Vergara es linda, pero es más linda en persona (Más rica)

Lo que tú haga', a mí no me impresiona

Es como meter un gol después de Messi y Maradona

A ti no te conocen ni en tu barrio

Ayer estaba con LeBron, también con Di Caprio

Me preguntaron que cómo me fue en los estadio'

Hablamos de la familia y temas de millonario'

Digo, multimillonario', digo, je, de billonario'

Hace rato sin cojone' que me tiene la radio

Hace rato me quité del trap, yo se lo dejé a Eladio

Uy, je, querido diario

Hoy me depositaron, a los GRAMMYs nominaron

Otra vez me criticaron y ninguna me importaron

Yo sigo tranquilo, en la mía

Don Vito, Don Beno, de los Beatle', John Lennon

A mis nieto' cuando muera les vo'a dejar cien terreno'

A toa' mis doña' las pompie' y los seno'

Y a mi hater' un F-40 sin los freno'



¿Pa' qué? Pa' que se estrellen, je, pa' que se maten

Rojo o blanco, negro mate, ¿cuál tú quiere'?

¿Pa' qué? Pa' que se estrellen, pa' que se maten (Pa' que se maten)

Que en paz descansen, yo sigo en el yate, ey (Mmm; ¡ey!)



Bebiendo mucha champaña, nunca estamos seco' (¡No!)

Primero llegó Verstappen, después llegó Checo

Si Pablo me viera, dirá que soy un berraco

Ustede' hablando mierda y yo y los mío' por Mónaco

Bebiendo mucha champaña, nunca estamos seco'

Están hablando solo', están hablando con el eco

El signo del dinero, ese e' mi nuevo zodiaco

Prende un Phillie, la familia está en Mónaco



Hier encore, j'avais vingt ans

Je caressais le temps, et jouais de la vie

Comme on joue de l'amour, et je vivais la nuit

Sans compter sur mes jours, qui fuyaient dans le temps"
IDGAF,Drake featuring Yeat,2024,human,"Traveling forever in the dark
Darkness into blackness
There and back, it's always black
Oh-ah, it screeched across the sky
Nothing to do but lie
Fuck the bitch, I make her sweat, huh, I'ma die by my respect, huh

I put a check up on my neck, life check ya in the head

I signed for a couple milli', you only touched a hundred thou'



(I-I-I-)

Man, I don't give a fuck who it is

I called up my twizz' (BNYX)

Don't give a fuck what y'all on (I-I-I-)

Man, fuck all of you (All of you)



Yeah, I don't be givin' no fucks (Not one), uh (Just pull up, pull up, woah)

I don't know if you caught on (Caught on)

I don't be givin' no fuck (Huh)

I say whatever I want, yeah, I do whatever I want, huh

I'm countin' up money for fun

And I'm poppin' these Percs just for fun (The E)



Look, comin' live from the-

Comin' live from the one out the five

Comin' live from the three, two time

Whole gang fucked her eastbound and they down just like Danny McBride

Why I always see your dawgs in the city?

Think your boys left some soldiers behind

Just like the J, you boys try to vibe (I-I-I-)

That ain't gon' fly, nope

I took that one off of the table

October's Own, it's a label

I stay with that on like a tie

I stay with that on like a bagel

I stay with that on like a lightsaber

Shout' to my ex, I'm her lifesaver

My Glocky, it sit on the night table

You light on the waist like a lightsaber

In Seattle, it's just me and Twizz'

I hate you boys more than I ever did

You rappin' 'bout shit that you never did

My dawg in the can like a metal lid

Three the kid, three the kid, three the kid



I don't be givin' no fucks (Not one), uh (Just pull up, pull up, woah)

I don't know if you caught on (Caught on)

I don't be givin' no fuck (Huh)

I say whatever I want, yeah, I do whatever I want, huh

I'm countin' up the money for fun

And I'm poppin' these Percs just for fun (The E)



All of my twizz' got a gun (Blam)

Couple of my twizz' on the run (Phew)

Couple of my twizz' sellin' Runtz (The E)

Couple of my twizz' cut 'em up (The E)

Yeah, couple of my twizz' sell a bunch

Heard your money got took like it's lunch (Hah)

We on the side and we punt

Bitch, I sleep in the day, I'on see sun (Uh-huh, yeah)

Big body Lamb' truck sittin' outside in the sun, it get you caught up, get you fried

You don't really have no swag, so what you did?

Your little buddy tried to take mine (Woo)

I never needed no help, I never needed nobody, I wait in no line (Woo)

Gonna be a minute, tell the time

If you did the crime, bitch, why you cryin'?

I just pulled up in a big body, I got a lot of money comin' in

I just got off the phone with my demon and he told me that I'm gon' win

I can't be wasting time on the 'net, I just be running up a fuckin' check

Fuck the bitch, I make her sweat, huh, I'ma die 'bout my respect, huh

I put a check up on my neck, life check ya in the head

I signed for a couple milli', you only touched a hundred thou'

Ain't nobody steal ya style, ain't nobody want yo' sauce

Tell me who the fuck gon' fall off, tell me who gon' make it out?



I don't be givin' no fucks (Not one), uh (Just pull up, pull up, woah)

I don't know if you caught on (Caught on)

I don't be givin' no fuck (Huh)

I say whatever I want, yeah, I do whatever I want, huh

I'm countin' up the money for fun

And I'm poppin' these Percs just for fun (The E)



(I-I-I-)"
Burn It Down,Parker McCollum,2024,human,"Goodbye, strung out on the lawn
The line between us was drawn
All I can see is you're gone
And you left me here
With this house on this ground
Burn it down



I'll leave my memories inside

In that bed, we loved in all night

Every word, every fight

Every feeling, stone cold

Not a sound



Burn it down

'Til it's ashes and smoke

Burn it down

To the smoldering coals

Burn it down

'Til I don't want you no more

Baby, burn it down



Every last song that I wrote

'Bout me and you growing old

Every sliver of hope

Everything I know

Pile it up right now



Burn it down

'Til it's ashes and smoke

Burn it down

To the smoldering coals

Burn it down

'Til I don't want you no more

Baby, burn it down



Burn it down

Burn it, burn it

Burn it down

Burn it, burn it, burn it



Burn it down

'Til it's ashes and smoke

Burn it down

To the smoldering coals



Burn it down

'Til I don't want you no more

Baby, burn it down

Burn it down

Burn it, burn it, burn it



Burn it down

Burn it down

Burn it, burn it, burn it"
FukUMean,Gunna,2024,human,"(Ooh, Dunk Rock)
Fuck you mean?
Young Gunna Wunna back, callin' me splurge
Watch me jump right off the curb
Bentley Spur fly like a bird

Spin on the first and the third

Solid, I'm keepin' my word

Can't be my equal, I don't know what you heard

Crank up the foreign, I swerve

Keep me a stick if they purge



Ha, ha, ha, ha

Ha, ha, ha, ha



Fuck you mean?

Young Gunna Wunna, they workin' my nerves

I'm about to pour up some syrup

Fucking this bitch like a perv'

Smack from the back, grab her perm

Ice, the burr, uh, shittin' on all you lil' turds

Can't take that dick, wait your turn

In my own lane, we can't merge

Suck with no hands, you can learn

Let's see how much you can earn

Watch me go big like thе Worm

And I ain't smokin' no sherm

I'm in this bitch with P Litty

QP, QP-ski

All of my bitches is pretty, thеy showin' they titties, it's up to the ceilin'

I let her run through a million, I rock with her really, let's fuck on a billion

I'ma get down to the gritty, then fuck up the city, the home of the villains

Ecstasy, wonderful feelin'

Smoke out the pound when I'm chillin'

Trappin', I made me a killin'

Look, I got everybody wishin'

I hope you play your position

I don't want nobody listenin'

I see the ho with precision

Get rich my only decision



Fuck you mean?

Young Gunna Wunna back, callin' me splurge

Watch me jump right off the curb

Bentley Spur fly like a bird

Spin on the first and the third

Solid, I'm keepin' my word

Can't be my equal, I don't know what you heard

Crank up the foreign, I swerve

Keep me a stick if they purge



Fuck you mean?

Fuck you mean?

Yeah

Yeah"
Taste,Sabrina Carpenter,2024,human,"Oh, I leave quite an impression
Five feet to be exact
You're wonderin' why half his clothes went missin'
My body's where they're at
Now I'm gone, but you're still layin'

Next to me, one degree of separation



I heard you're back together and if that's true

You'll just have to taste me when he's kissin' you

If you want forever, I bet you do

Just know you'll taste me too



Uh-huh



He pins you down on the carpet

Makes paintings with his tongue (La-la-la-la-la-la-la)

Hе's funny, now all his jokes hit different

Guеss who he learned that from



Now I'm gone, but you're still layin'

Next to me, one degree of separation



I heard you're back together and if that's true

You'll just have to taste me when he's kissin' you

If you want forever, I bet you do (I bet you do)

Just know you'll taste me too



La-la-la-la-la-la-la



Every time you close your eyes

And feel his lips, you're feelin' mine

And every time you breathe his air

Just know I was already there

You can have him if you like

I've been there, done that once or twice

And singin' 'bout it don't mean I care

Yeah, I know I've been known to share



Well, I heard you're back together and if that's true

You'll just have to taste me when he's kissin' you

If you want forever, I bet you do (I bet you do)

Just know you'll taste me too



Taste me too (Ow)

(La-la-la-la-la-la-la)

You'll just have to taste me when he's kissin' you

You, no, yeah, uh-uh

(La-la-la-la-la-la-la)

You'll just have to taste me when he's kissin' you"
Where It Ends,Bailey Zimmerman,2024,human,"This is where it ends
I been down a few broken roads that I'm tryin' to mend
But this is where it ends
And I'm breakin' down
You were lyin' when you said that you were tryin' to work things out
But now I'm broken down



Went to battle for you always

Fought for you on your worst days

Then you told me that you don't love me no more



You're the last thing that I thought I'd lose

All I ever wanted was to be loved by you

I let you back in and I gave you a second chance

And like a jet plane on a clear blue sky

Sun came shinin' down on all your lies

I got too much pridе to let that happen again

So this is wherе it ends



Had to bury all your memories

Couldn't see what everybody sees

Red flags said I shoulda walked out that door



Went to battle for you always

Fought for you on your worst days

Then you told me that you don't love me no more



You're the last thing that I thought I'd lose

All I ever wanted was to be loved by you

I let you back in and I gave you a second chance

And like a jet plane on a clear blue sky

Sun came shinin' down on all your lies

I got too much pride to let that happen again

So this is where it ends, ends, ends

Yeah this is where it ends



You're the best thing that ever happened to me

You showed me what true love shouldn't be

I found myself the second I gave up on us



You're the last thing that I thought I'd lose

All I ever wanted was to be loved by you

I let you back in and I gave you a second chance (Second chance)

And like a jet plane on a clear blue sky

Sun came shinin' down on all your lies

I got too much pride to let that happen again

So this is where it ends"
FTCU,Nicki Minaj,2024,human,"Fuck this club up
Fuck this, fuck this club up (Fuck up)
Fuck this club up
Fuck this, fuck this club up (Fuck up)
Fuck this club up
Fuck this, fuck this club up (Fuck up)

(ATL Jacob, he a fuckin' millionare)

Yeah

Fuck this club up (Yeah, yeah)

Fuck this, fuck this club up (Fuck up) (Yeah, yeah)

Fuck this club up (Yeah)

Fuck this, fuck this club up (Fuck up) (Yeah, yeah)

Fuck this club up (Yeah)

Fuck this, fuck this club up (Fuck up) (Yeah, yeah)

Fuck this club up

Fuck this, fuck this club up (Fuck up)



Ayo, I tell 'em that I'm the Sleeze, they tellin' me, ""Okay, prove it""

I leave these bitches on read, so now they know that they blew it

I tell 'em I'm movin' units, my videos, they gon' view it

Spotify ain't gotta lie, they really streamin' my music (Woo)

I give bitches the crown, they fuck around and lose it, nah

I am the wave, I only wave when I'm tellin' 'em, ""Bye""

Bitch, we ain't twinnin', ain't fraternal or identical

When I'm around, bitch, you know you become invisible



Mm, who wanna play with Nicki?

Got the power, I could tell my niggas spray like 50 (Brr)

Come on, bitch, I just put a milli' on my Richie

Minus like fifty, mine was nine-fifty, sissy



Fuck this club up

Fuck this, fuck this club up (Fuck up)

Fuck this club up

Fuck this, fuck this club up (Fuck up)

Fuck this club up

Fuck this, fuck this club up (Fuck up)

Fuck this club up

Fuck this, fuck this club up (Fuck up)



Yeah, high heels on my tippies

Dolce and Gabbana, that's on my titties

Cop me Vetements when I ride the dickie

I still got the juice, bitch, buy a sippie

I will never slippy, like a Mickey

Stay in your Tory lane, bitch, I'm not Iggy

I know that these niggas tryna bang like Chiddy

I am such a catch nigga, throw on ya mitty



Uh, who wanna play with Nicki?

Got the power, I could tell my niggas spray like 50

Distribute about a million dollars, word to brickies

Tell 'em to keep fifty, my cut nine-fifty, bitchy



Mm, give me my tens

Give me, give me my tens

Give me my tens

Then take away two, I ate, I win

Mm, give me my tens

Give me, give me my tens

Give me my tens

Then take away two, I ate it up again"
Wildflower,Billie Eilish,2024,human,"Things fall apart
And time breaks your heart
I wasn't there but I know
She was your girl
You showed her the world
You fell out of love and you both let go



She was cryin’ in my shoulder

All I could do was hold her

Only made us closer

Until she lied

And I know that you love me

You don't need to remind me

I should put it all behind me

Shouldn't I?



But I see her in the back of my mind

All the time

Like a fever

Like I’m burnin' alive by her side

Did I cross the line? Mm

Mm



Well, good things don't last (Good things don't last)

And life moves so fast (Life moves so fast)

I'd never ask who was better

'Cause she couldn't be

More different from me

Happy and free in leather



And I know that you love me (You love me)

You don't need to remind me (Remind me)

Put it all behind me

But, baby



I see her in the back of my mind (Back of my mind)

All the time (All the time)

Feels like a fever (Like a fever)

Like I’m burnin’ alive (Burnin' alive) by her side

Did I cross the line? (Cross the line), oh



You say no one knows you so well

But every time you touch me, I just wonder I should feel

Valentines Day cryin’ in the hotel

I know you didn't mean to hurt me, so I kept it to myself



And I wonder

Do you see her in the back of your mind?

In my eyes

You say no one knows you so well

But every time you touch me, I just wonder I should feel

Valentines Day cryin' in the hotel

I know you didn't mean to hurt me, so I kept it to myself"
World on Fire,Nate Smith,2024,human,"Girl, when you called it quits
You could have done it right
You coulda left this town out of it
When you said goodbye
You ruined everything I love

Ripped my heart right out my chest

Girl, it's like there ain't nothing left



You set my world on fire

Yeah, it's all long gone

I'm watching flames get higher

And I can't move on

I just gotta let it burn, burn, burn on down

Girl, without you it don't turn, turn, turn around

You set my world on fire

You set my world on fire



Can't hit that corner bar

Can't even ride them roads

Don't know my way around this place

I can't see through the smoke



Piled up every memory

Yeah, you took the good with all the bad

Why'd you have to strike that match



And set my world on fire

Yeah, it's all long gone

I'm watching flames get higher

And I can't move on

I just gotta let it burn, burn, burn on down

Girl, without you it don't turn, turn, turn around

You set my world on fire

You set my world on fire



Ain't nothing left for me

In this old nothing town

Guess all we'll be is ashes on the ground

So, I watch it burn, burn, burn on down

Ain't nothing I can hold on to right now

You set my



You set my world on fire

Yeah, it's all long gone

I'm watching flames get higher

And I can't move on

I just gotta let it burn, burn, burn on down

Girl, without you it don't turn, turn, turn around

You set my world on fire

You set my world on fire



You set my world on fire

You set my world on fire

You set my world on fire

You set my world on fire"
On My Mama,Victoria Monét,2024,human,"When they said she get it from her mama
I must say you fuckin' right
Body, booty's on polite
Done bein' the humble type
Tell me, is you down?
'Cause I'm tryna go up tonight

Hoes they hope she's left to right



I just want to live in a fantasy

I think we deserve it, right?

Talk 'bout the memories

I better make in my life

Permanent ecstasy (Oh)

Ladies, it's pills tonight

Livin' inside a dream (Oh)

Let's lay where the lover's lie



I put that on my own mama, on my hood

I look fly, I look good

You can't touch my bag, wish you could

I look fly, I look too good

Put that on my own mama, on my hood

I look fly, I look good

You can't touch my bag, wish you could

I look fly, I look too good



On my mama (Mama), on my hood (Hood)

I look fly (Hey), I look good (Good)

Touch my swag (Swag), wish you could (Could)

I look fly (Hey), I look good (Good)



I'm so deep in my bag

Like a grandma with a peppermint

They say, ""Ooh, she smell good""

That's just 'cause I'm Heaven-sent

Sex game go stupid (Ayy)

Steppin' like a toothpick (Ayy)

Man, to tell the truth, your opinion is irrelevant



But I, I know you think I'm fine-e-e

Might be too fine to hit it from behind-d-d

Reflection in the mirror, don't decline-e-e

I can't even lie, lie, lie



I put that on my own mama, on my hood

I look fly, I look good

You can't touch my bag, wish you could

I look fly, I look too good

Put that on my own mama, on my hood (On my head, hey)

I look fly, I look good (Fly, I look good, hey)

You can't touch my bag, wish you could

I look fly, I look too good



On my mama (Mama), on my hood (Hood)

I look fly (Hey), I look good (Good)

Touch my swag (Swag), wish you could (Could)

I look fly (Hey), I look good (Good)

On my mama (Mama), on my hood (My hood)

I look fly (Hey), I look good (Good)

Touch my swag (I know you wish you could), wish you could (Ayy, ayy)

I look fly (Hey), I look good (Good)

I look fly, I look good



Mama, on my hood

I look fly, I look good

You can't touch my bag, wish you could

I look fly, I look too good"
"Yes, And?",Ariana Grande,2024,human,"In case you haven't noticed
Well, everybody's tired
And healin' from somebody
Or somethin' we don't see just right
Boy, come on, put your lipstick on (No one can tell you nothin')

Come on and walk this way through the fire (Don't care what's on their mind)

And if you find yourself in a dark situation

Just turn on your light and be like



""Yes, and?""

Say that shit with your chest, and

Be your own fuckin' best friend

Say that shit with your chest

Keep moving like, ""What's next?""

""Yes, and?""



Now, I'm so done with caring

What you think, no, I won't hide

Underneath your own projections

Or change my most authentic life



Boy, come on, put your lipstick on (No one can tell you nothin')

Come on and walk this way through the fire (Don't care what's on their mind)

And if you find yourself in a dark situation

Just turn on your light and be like



""Yes, and?""

Say that shit with your chest, and

Be your own fuckin' best friend

Say that shit with your chest

Keep moving like, ""What's next?""

""Yes, and?"" (Yeah)



My tongue is sacred, I speak upon what I like

Protected, sexy, discerning with my time (My time)

Your energy is yours and mine is mine (It's mine, it's mine)

What's mine is mine

My face is sitting, I don't need no disguise (I don't need no disguise)

Don't comment on my body, do not reply

Your business is yours and mine is mine

Why do you care so much whose **** I ride?

Why?



""Yes, and?"" (Yes, and?)

Say that shit with your chest, and (Say that shit with your chest)

Be your own fuckin' best friend (Oh, be your own, be your own)

Say that shit with your chest (Say that shit with your chest)

Keep moving like, ""What's next?""

""Yes, and?""

""Yes, and?""

Say that shit with your chest, and

Be your own fuckin' best (Be your own) friend

Say that shit with your chest

Keep moving like, ""What's next?""

""Yes, and?"" (Yeah)"
Exes,Tate McRae,2024,human,"Oh, I'm sorry, sorry that you love me (Ha-ha-ha-ha-ha)
Change my mind up like it's origami
Oh, I'm sorry, sorry that you love me (Ha-ha-ha-ha-ha)
Change my mind up like it's origami
(Kiss-kiss-kiss) Kisses to my exes who don't give a shit about me

Kisses, kisses to the next ones who think they can't live without me

We make up and we break up and they swear they'll never call me

But I still keep their number and their necklace

Kisses to my exes



Happens every timе

I don't mean, mean to be cold but it's how I gеt, uh-uh

Me and all my pride

Tryna burn down every damn bridge any time we can

And again



I'm a, I'm a, I'm a wild heart that never stops

I'm a, I'm a, I'm a hard case they can't unlock

And I, and I swear I care a lot, just not enough

Let's just say, it is what it is and was what it was



(Kiss-kiss-kiss) Kisses to my exes who don't give a shit about me

Kisses, kisses to the next ones who think they can't live without me

We make up and we break up and they swear they'll never call me

But I still keep their number and their necklace

Kisses to my exes



Oh, I'm sorry, sorry that you love me (Ha-ha-ha-ha-ha)

Change my mind up like it's origami

Oh, I'm sorry, sorry that you love me (Ah-ah-ah)

Change my mind up like it's ori—



Say, say, I wanna go there then I wanna leave

Make another promise that I can't keep

I don't ever know what I want but that's what you want

If you're down with it, don't blame me (Me)

Breakin' it all before it starts (Starts)

Makin' it all up in my head

But I just overshare 'bout things I never meant



I'm a, I'm a, I'm a wild heart that never stops

I'm a, I'm a, I'm a hard case they can't unlock

And I, and I swear I care a lot, just not enough

Let's just say, it is what it is and was what it was (Was)



(Kiss-kiss-kiss) Kisses to my exes who don't give a shit about me

Kisses, kisses to the next ones who think they can't live without me (Nah)

We make up and we break up and they swear they'll never call me (Yeah)

But I still keep their number and their necklace

Kisses to my exes



Oh, I'm sorry, sorry that you love me (Ha-ha-ha-ha-ha)

Change my mind up like it's origami

Oh, I'm sorry, sorry that you love me (Ha-ha-ha-ha-ha)

Change my mind up like it's origami (Yeah)



Kisses to my exes, I know that I did you dirty

Little messed up, little selfish the way I married out in thirty

Yeah, we hooked up then we broke up, then I said you really hurt me

But I still got your number and your necklace

Kisses to my exes"
A Holly Jolly Christmas,Burl Ives,2024,human,"Have a holly, jolly Christmas
It's the best time of the year 
I don't know if there'll be snow
But have a cup of cheer

Have a holly, jolly Christmas

And when you walk down the street 

Say hello to friends you know 

And everyone you meet



Oh

Ho

The mistletoe 

Hung where you can see



Somebody waits for you

Kiss her once for me

Have a holly jolly Christmas

And in case you didn't hear



Oh by golly

Have a holly

Jolly Christmas this year



Have a holly, jolly Christmas

It's the best time of the year 



Have a holly, jolly Christmas

And when you walk down the street 

Say hello to friends you know 

And everyone you meet



Oh

Ho

The mistletoe 

Hung where you can see



Somebody waits for you

Kiss her once for me

Have a holly jolly Christmas

And in case you didn't hear



Oh by golly

Have a holly

Jolly Christmas this year"
